15	4.229565602730076e-05	-2.187428886860414e-05
14.97002997002997	4.23379143097724e-05	-2.188883078761962e-05
14.94017946161515	4.238017284342115e-05	-2.19032887451552e-05
14.91044776119403	4.242243149931904e-05	-2.191766273896274e-05
14.88083416087388	4.246469014786668e-05	-2.193195276702361e-05
14.85133795837463	4.250694865879703e-05	-2.194615882751876e-05
14.82195845697329	4.254920690117941e-05	-2.196028091887022e-05
14.79269496544916	4.259146474342324e-05	-2.19743190397391e-05
14.76354679802956	4.263372205328214e-05	-2.198827318901311e-05
14.73451327433628	4.26759786978578e-05	-2.200214336583371e-05
14.70559371933268	4.271823454360392e-05	-2.201592956961126e-05
14.6767874632713	4.276048945633031e-05	-2.202963179999256e-05
14.64809384164223	4.280274330120683e-05	-2.204325005689964e-05
14.61951219512195	4.284499594276745e-05	-2.205678434054487e-05
14.59104186952288	4.288724724491437e-05	-2.207023465138493e-05
14.56268221574344	4.292949707092204e-05	-2.208360099017119e-05
14.53443258971872	4.297174528344134e-05	-2.209688335797511e-05
14.50629235237173	4.301399174450365e-05	-2.211008175613087e-05
14.47826086956522	4.305623631552503e-05	-2.212319618628424e-05
14.450337512054	4.309847885731044e-05	-2.213622665038961e-05
14.42252165543792	4.314071923005789e-05	-2.214917315071258e-05
14.39481268011527	4.318295729336263e-05	-2.216203568984767e-05
14.36720997123681	4.322519290622151e-05	-2.2174814270709e-05
14.33971291866029	4.326742592703715e-05	-2.218750889654209e-05
14.31232091690544	4.330965621362217e-05	-2.220011957092063e-05
14.28503336510963	4.335188362320367e-05	-2.221264629777684e-05
14.25784966698382	4.339410801242739e-05	-2.222508908138192e-05
14.23076923076923	4.343632923736213e-05	-2.223744792635404e-05
14.20379146919431	4.347854715350412e-05	-2.224972283767716e-05
14.17691579943235	4.352076161578135e-05	-2.226191382070701e-05
14.15014164305949	4.356297247855803e-05	-2.227402088115205e-05
14.12346842601319	4.360517959563899e-05	-2.22860440251127e-05
14.09689557855127	4.364738282027414e-05	-2.229798325906008e-05
14.07042253521127	4.368958200516289e-05	-2.230983858983836e-05
14.04404873477039	4.373177700245869e-05	-2.23216100247046e-05
14.0177736202058	4.377396766377347e-05	-2.233329757131163e-05
13.99159663865546	4.381615384018219e-05	-2.23449012376934e-05
13.96551724137931	4.385833538222739e-05	-2.235642103229887e-05
13.93953488372093	4.390051213992373e-05	-2.23678569639979e-05
13.91364902506964	4.394268396276252e-05	-2.237920904205933e-05
13.88785912882298	4.398485069971639e-05	-2.239047727618138e-05
13.86216466234968	4.402701219924383e-05	-2.240166167649844e-05
