1,2.4393371
1.0015606,2.4411069
1.003126,2.4428813
1.0046964,2.4446601
1.0062717,2.4464434
1.0078519,2.4482313
1.0094371,2.4500237
1.0110273,2.4518207
1.0126226,2.4536222
1.0142228,2.4554284
1.0158282,2.4572392
1.0174386,2.4590547
1.0190541,2.4608748
1.0206748,2.4626996
1.0223006,2.4645291
1.0239316,2.4663633
1.0255679,2.4682022
1.0272093,2.470046
1.0288561,2.4718945
1.0305081,2.4737478
1.0321654,2.475606
1.0338281,2.477469
1.0354961,2.4793368
1.0371696,2.4812096
1.0388484,2.4830872
1.0405327,2.4849698
1.0422225,2.4868574
1.0439177,2.4887499
1.0456185,2.4906474
1.0473249,2.49255
1.0490368,2.4944575
1.0507543,2.4963702
1.0524775,2.4982879
1.0542063,2.5002107
1.0559408,2.5021387
1.057681,2.5040718
1.059427,2.5060101
1.0611787,2.5079535
1.0629362,2.5099022
1.0646996,2.5118562
1.0664688,2.5138154
1.068244,2.5157799
1.070025,2.5177497
1.071812,2.5197248
1.073605,2.5217053
1.0754039,2.5236912
1.077209,2.5256825
1.0790201,2.5276792
1.0808372,2.5296814
1.0826606,2.5316891
1.08449,2.5337023
1.0863257,2.535721
1.0881676,2.5377453
1.0900158,2.5397751
1.0918702,2.5418106
1.093731,2.5438517
1.0955981,2.5458985
1.0974716,2.5479509
1.0993515,2.5500091
1.1012379,2.552073
1.1031308,2.5541426
1.1050301,2.5562181
1.1069361,2.5582993
1.1088486,2.5603865
1.1107677,2.5624795
1.1126935,2.5645783
1.114626,2.5666832
1.1165652,2.5687939
1.1185111,2.5709107
1.1204639,2.5730335
1.1224235,2.5751623
1.1243899,2.5772972
1.1263633,2.5794381
1.1283436,2.5815852
1.1303309,2.5837385
1.1323251,2.5858979
1.1343265,2.5880636
1.1363349,2.5902355
1.1383504,2.5924136
1.1403731,2.5945981
1.1424031,2.5967889
1.1444402,2.5989861
1.1464846,2.6011897
1.1485364,2.6033997
1.1505955,2.6056161
1.152662,2.607839
1.1547359,2.6100685
1.1568173,2.6123045
1.1589062,2.6145471
1.1610027,2.6167963
1.1631068,2.6190522
1.1652185,2.6213147
1.1673379,2.623584
1.1694651,2.62586
1.1715999,2.6281427
1.1737427,2.6304323
1.1758932,2.6327288
1.1780517,2.6350321
1.180218,2.6373423
1.1823924,2.6396595
1.1845748,2.6419837
1.1867653,2.6443149
1.1889639,2.6466531
1.1911706,2.6489985
1.1933856,2.6513509
1.1956088,2.6537106
1.1978403,2.6560774
1.2000801,2.6584515
1.2023284,2.6608328
1.2045851,2.6632215
1.2068502,2.6656175
1.2091239,2.6680208
1.2114062,2.6704316
1.2136971,2.6728499
1.2159968,2.6752757
1.2183051,2.677709
1.2206222,2.6801499
1.2229481,2.6825984
1.225283,2.6850545
1.2276267,2.6875184
1.2299795,2.6899899
1.2323412,2.6924693
1.2347121,2.6949565
1.2370921,2.6974515
1.2394813,2.6999545
1.2418798,2.7024653
1.2442875,2.7049842
1.2467046,2.7075111
1.2491311,2.710046
1.2515671,2.7125891
1.2540126,2.7151403
1.2564676,2.7176998
1.2589323,2.7202674
1.2614067,2.7228434
1.2638908,2.7254277
1.2663848,2.7280203
1.2688886,2.7306214
1.2714023,2.733231
1.273926,2.7358491
1.2764597,2.7384757
1.2790036,2.7411109
1.2815576,2.7437548
1.2841218,2.7464074
1.2866963,2.7490688
1.2892811,2.7517389
1.2918763,2.7544179
1.2944821,2.7571058
1.2970983,2.7598026
1.2997252,2.7625084
1.3023627,2.7652233
1.3050109,2.7679473
1.3076699,2.7706804
1.3103398,2.7734227
1.3130206,2.7761743
1.3157124,2.7789351
1.3184153,2.7817053
1.3211292,2.784485
1.3238544,2.7872741
1.3265909,2.7900727
